TEAM,TEAM_KP,CONFERENCE,CONF_TYPE,WIN,LOSS,SEED,PTS/GM,AVG MARGIN,FGM/GM,FGA/GM,OFF EFF,DEF EFF,eFG%,TS%,3PT%,2PT%,FT%,3PTM/GM,3PTA/GM,OFF REB/GM,DEF REB/GM,TTL REB/GM,OFF REB%,DEF REB%,TTL REB%,BLKS/GM,STL/GM,AST/GM,TO/GM,AST/TO%,WIN% ALL GM,WIN% CLOSE GM,POSS/GM,PF/GM,OPP PTS/GM,OPP AVG MARGIN,OPP FG%,OPP eFG%,OPP 3PT%,OPP 2PT%,OPP FT%,OPP TS%,OPP AST/GM,OPP TO/GM,OPP AST/TO%,NET AST/TOV RATIO,STOCKS/GM,STOCKS-TOV/GM,NET RANK,KenPom RANK,KenPom EM,KenPom AdjO,KenPom AdjD,KenPom AdjT,KenPom Luck,KenPom SOS EM,KenPom SOS OppO,KenPom SOS OppD,KenPom NCSOS Adj EM
Albany,Albany,AE,MM,0,0,0,66.4,-9.8,23,56.6,0.957,1.099,47.3,102.2,32.2,46.6,72.9,7.5,23.3,8.3,21.3,32.9,25.6,74.7,49.1,1.6,5.5,11.3,13,0.865,0.207,0.4,69.3,18.5,76.2,9.8,49.3,55.3,35.3,56.5,73.9,117.3,14.7,11.3,1.3,-0.44,7.1,-5.9,,347,-17.35,98.8,116.1,67.3,-0.027,-3.74,103.2,106.9,0.14
Radford,Radford,BSth,MM,19,14,0,68.5,2,25.5,55.8,1.034,1.003,51.5,108,35.7,50.5,68.7,6.5,18.3,8.8,21.5,32.8,29.6,73.4,51,2.8,7,11.7,12,0.981,0.548,0.5,66.3,17.3,66.5,-2,46.2,52.6,34,53.5,66.9,109.9,11.6,13.2,0.876,0.11,9.8,-2.2,184,182,-0.93,104.4,105.4,64.6,-0.038,-4.44,103.6,108.1,0.92
CS Bakersfld,Cal St. Bakersfield,BW,MM,0,0,0,59.3,-6.9,21.6,53.2,0.9,1.004,44.6,97.7,31.5,43.7,75.7,4.1,13.1,7.4,20.6,30.9,24.7,73.7,48.6,2.8,6.2,10.2,12.8,0.798,0.29,0.333,65.9,19.1,66.1,6.9,43.8,51.1,34.8,50.2,71.8,110.6,11.7,13.2,0.883,-0.09,9.0,-3.8,,293,-10.06,95.2,105.3,63.2,0.004,-0.59,103.8,104.4,0.35
Central Conn,Central Connecticut,NEC,MM,0,0,0,66,-4.2,24.7,58.6,0.971,1.032,48.1,101.4,32.7,47.5,70.9,6.8,20.9,8.6,22.3,34.1,26.9,73.2,49.5,3.8,5.6,12.9,12.2,1.062,0.313,0.3,68,14.1,70.2,4.2,44.7,51.3,35.4,50.2,74.4,108.6,14.5,10.9,1.326,-0.26,9.4,-2.8,,343,-16.93,97.1,114.1,64.4,-0.059,-11.45,97.7,109.1,-4.49
Pittsburgh,Pittsburgh,ACC,P5,22,11,11,76.1,5.6,26.3,58.1,1.094,1.013,53.2,113.6,36,52.7,76.1,9.2,25.6,8.8,24.5,36.2,28.1,73.4,51.7,4.1,5.2,14.5,11.2,1.295,0.667,0.6,69.6,16.2,70.5,-5.6,42.6,49.2,33.5,48.5,71,104.9,13.2,11.4,1.16,0.14,9.3,-1.9,67,77,11.27,115.1,103.8,67.3,0.03,3.67,108.1,104.4,-2.92
Alab A&M,Alabama A&M,SWAC,MM,15,18,0,68,-3.1,24.2,56.5,0.946,0.989,48.6,102.8,34.7,46.9,64.5,6.4,18.5,8.8,21.1,32.8,28.2,68,47.7,4,7.5,12.1,14.9,0.808,0.4,0.857,71.8,19.1,71,3.1,42.7,49.4,33.8,48.5,70.9,107.2,12.6,15,0.838,-0.03,11.5,-3.4,319,305,-11.28,96.7,108,68.3,-0.011,-8.3,99.4,107.7,1.99
WI-Grn Bay,Green Bay,Horz,MM,0,0,0,59.3,-17.2,20.5,52,0.874,1.126,46,99.2,30.2,46.5,70.2,6.8,22.6,5.8,19.5,28.3,18.4,69.1,43.6,2.4,5.1,10.9,14,0.781,0.094,0.333,67.9,16.9,76.5,17.2,48.7,54.8,35,56,76,116.2,13.8,10.7,1.295,-0.51,7.5,-6.5,361,361,-26.3,90.6,116.9,65.2,0.029,-2.34,104.6,107,2.07
Jackson St,Jackson St.,SWAC,MM,14,19,0,67.6,-6,24.2,57.9,0.943,1.026,47.3,101,31.8,47,67.5,6.3,19.7,10.3,21.8,34.2,31.3,71.9,51.1,2.5,7.5,12.3,15.5,0.796,0.424,0.769,71.7,17.3,73.6,6,45.3,52.2,35,52.1,72.8,111.2,13.5,13.7,0.987,-0.19,10.0,-5.5,305,301,-10.77,99.3,110.1,68.1,0.084,-4.58,100.7,105.2,9.35
Merrimack,Merrimack,NEC,MM,18,16,0,61.9,-2.1,21.2,51.4,0.903,0.933,48.3,103.4,32.3,48.2,68.7,7.3,22.5,5.7,19.8,28.6,18.2,66.7,43.5,3.9,11.1,12.2,14.3,0.852,0.5,0.5,68.6,14.7,64,2.1,43.7,49.1,33,48.9,71.4,104,14.3,17.1,0.839,0.01,15.0,0.7,307,315,-12.43,89.5,101.9,66.4,0.055,-11.64,99.2,110.8,1.47
Lamar,Lamar,Slnd,MM,0,0,0,66.1,-9.8,23.9,56,0.95,1.089,47.6,102.4,31.9,47.5,71.1,5.5,17.1,9.5,22.4,35.2,30,68.3,49.6,3.3,6.1,12.6,14.4,0.876,0.214,0.375,69.7,16,75.9,9.8,45.6,53,34.1,54.5,67.4,110.7,17.5,11.6,1.506,-0.63,9.4,-5.0,,356,-20.27,95,115.2,65.8,0.004,-7.74,102.2,110,-1.5
Maine,Maine,AE,MM,13,17,0,66.5,-4.2,25.3,56,0.972,1.033,51,107,33.8,51.2,72.2,6.7,19.8,5.9,20.1,29.8,19.6,69.8,46.1,2,9.1,12.9,12.6,1.026,0.393,0.636,68.4,15.1,70.7,4.2,47.1,53.4,34.6,54.3,71.5,112.1,13.6,13.6,0.997,0.03,11.1,-1.5,275,283,-9.44,99.1,108.6,65.9,-0.001,-3.99,102.8,106.8,0.18
Delaware St,Delaware St.,MEAC,MM,0,0,0,63.1,-12.8,23.2,56.4,0.89,1.069,45.9,98.3,31.1,45.6,69.3,5.4,17.5,9.3,22.1,34.8,28.4,71.7,50.2,2.7,6.5,11.8,16.3,0.722,0.179,0.5,70.9,18,75.8,12.8,46.3,54.8,40,50.9,69,114.9,16.3,13.3,1.226,-0.50,9.2,-7.1,355,357,-20.36,92.2,112.5,67.9,0.012,-4.77,101.9,106.6,0.87
Cal St Nrdge,Cal St. Northridge,BW,MM,0,0,0,61.2,-8.7,20.7,53.1,0.912,1.041,44.1,98.2,31.2,42.8,73.8,5.5,17.5,7.8,21.3,32.4,24.5,71.1,47.8,3.1,6.3,9,12.9,0.697,0.167,0.5,67.2,19.2,69.9,8.7,43.9,50.4,34.6,49.6,74.6,109.6,12.8,11.8,1.088,-0.39,9.4,-3.5,,326,-13.98,95.8,109.7,65.3,-0.002,-1.4,103.5,104.9,-2.75
Cal Poly,Cal Poly,BW,MM,0,0,0,59.4,-7,21,51.8,0.89,0.995,45.7,99.9,29.3,46.7,74.6,5.5,18.6,6.3,21.7,31.7,21.9,78,49.3,2.4,5.2,9.9,13.5,0.729,0.194,0.125,66.7,19.8,66.3,7,44.2,50.4,34.9,49.3,72.5,109.4,11.3,12.1,0.933,-0.20,7.6,-5.9,308,290,-9.98,94.3,104.3,64.2,-0.108,-0.12,104.5,104.6,0.06
Air Force,Air Force,MWC,MM,14,18,0,66.9,-0.1,23.6,51.1,1.022,1.024,54.2,114,35.6,54.8,72.2,8.2,22.9,5.6,21.4,29.6,20.1,73,47.7,4,5.8,15.3,12.2,1.256,0.438,0.4,65.5,17,67.1,0.1,44.5,49.3,29.3,51.9,74.8,107,10.1,11,0.918,0.34,9.8,-2.4,149,143,1.96,106.3,104.4,63.2,-0.057,2.39,107,104.6,-10.24
Evansville,Evansville,MVC,MM,0,0,0,62.4,-13.6,22.8,57.5,0.875,1.065,45.1,95.3,32.2,43.4,63,6.2,19.3,6.1,22,31.4,17.8,76.7,45.1,1.9,7,10.3,12.3,0.837,0.156,1,71.4,16.2,76,13.6,47.9,55.7,38,54.9,76.3,117.6,15.7,13.2,1.192,-0.36,8.9,-3.4,350,352,-18.36,91.6,109.9,69.6,-0.004,-1.06,104.5,105.6,-1.06
S Florida,South Florida,Amer,MM,14,18,0,72,0,26.4,59.2,1.006,1.006,50.8,106.1,33.6,51,65.1,7.4,22,10,23.6,37.5,30.9,73.8,52.4,3.1,6.5,13.4,13.7,0.982,0.438,0.3,71.5,17.8,72,0,43.1,49.8,34.9,48.2,72.9,107.7,13.4,13.1,1.029,-0.05,9.6,-4.1,,150,1.32,105.9,104.6,68.4,-0.067,0.7,105.3,104.6,-7.03
E Illinois,Eastern Illinois,OVC,MM,0,0,0,66.9,-7.3,25,57.3,0.936,1.039,48,101.1,32.6,47.7,63.4,5.2,15.9,7.8,22.2,32.7,23.7,68.7,46.1,3.4,8,13.7,13.5,1.018,0.241,0.25,71.5,18.2,74.2,7.3,44.8,52.2,34.6,52.4,70.5,110.3,15.5,13.9,1.119,-0.10,11.4,-2.1,,344,-17.07,94.1,111.2,68,0.005,-7.97,101.9,109.9,-3.24
IUPUI,IUPUI,Horz,MM,0,0,0,65.2,-13.4,24.3,53.6,0.937,1.13,49.7,105.5,29.7,51.7,69.3,4.6,15.5,7.8,20.2,31.1,26.5,69.4,48.9,2.3,5.8,10.9,15.8,0.686,0.1,0,69.6,18.4,78.6,13.4,47.8,55,37.2,54.6,76.5,117.5,14.9,11.4,1.314,-0.63,8.1,-7.7,360,360,-21.84,95.9,117.7,67.1,-0.076,-5.31,102.9,108.2,-6.55
